pH,Turbidity_NTU,Free_Residual_Chlorine_ppm,TDS_ppm,Total_Hardness_ppm,Calcium_Hardness_ppm,Magnesium_Hardness_ppm,Chlorides_ppm,Phosphate_ppm,Total_Alkalinity_ppm,Sulphates_ppm,Silica_ppm,Source_Sheet,Date,Iron_ppm,Suspended_Solids_ppm,Conductivity_uS_cm,Cycles_of_Concentration
8.28,33.0,1.0,1530.0,819.0,490.0,344.0,317.0,7.2,119.0,,148.0,SHRIRAM_ALKALI_&_CHEMICALS__NEW_PLANT_X_01__CWT_REPORT_-_DECEMBER_-_2017__chosen,,,,,
7.9945161290322595,23.419354838709676,0.2451612903225806,1297.0645161290322,691.6774193548387,402.0967741935484,288.51724137931035,267.93548387096774,6.945161290322582,113.03225806451613,,139.19354838709677,SHRIRAM_ALKALI_&_CHEMICALS__NEW_PLANT_X_01__CWT_REPORT_-_DECEMBER_-_2017__chosen,,,,,
0.0,,12.0,,,,,,0.0,,,,SHRIRAM_ALKALI_&_CHEMICALS__NEW_PLANT_X_01__CWT_REPORT_-_DECEMBER_-_2017__chosen,,,,,
0.0,25.0,2.0,0.0,0.0,,,0.0,0.0,,,0.0,SHRIRAM_ALKALI_&_CHEMICALS__NEW_PLANT_X_01__CWT_REPORT_-_DECEMBER_-_2017__chosen,,,,,
0.0,,38.70967741935483,,,,,,0.0,,,,SHRIRAM_ALKALI_&_CHEMICALS__NEW_PLANT_X_01__CWT_REPORT_-_DECEMBER_-_2017__chosen,,,,,
0.0,80.64516129032258,6.451612903225806,0.0,0.0,,,0.0,0.0,,,0.0,SHRIRAM_ALKALI_&_CHEMICALS__NEW_PLANT_X_01__CWT_REPORT_-_DECEMBER_-_2017__chosen,,,,,
8.0,25.0,0.3,1408.0,968.0,612.0,356.0,234.0,6.3,112.0,,246.0,SHRIRAM_ALKALI_&_CHEMICALS__NEW_PLANT_X_01__CWT_REPORT_-_JUNE_-_2017__chosen,,,,,
8.02,30.0,0.5,1430.0,984.0,588.0,396.0,241.0,6.7,110.0,,239.0,SHRIRAM_ALKALI_&_CHEMICALS__NEW_PLANT_X_01__CWT_REPORT_-_JUNE_-_2017__chosen,,,,,
8.01,19.0,0.1,1518.0,992.0,596.0,396.0,249.0,6.4,112.0,,242.0,SHRIRAM_ALKALI_&_CHEMICALS__NEW_PLANT_X_01__CWT_REPORT_-_JUNE_-_2017__chosen,,,,,
8.05,17.0,0.1,1562.0,984.0,587.0,397.0,249.0,6.3,110.0,,244.0,SHRIRAM_ALKALI_&_CHEMICALS__NEW_PLANT_X_01__CWT_REPORT_-_JUNE_-_2017__chosen,,,,,
8.02,19.0,0.1,1310.0,980.0,572.0,408.0,240.0,6.7,110.0,,240.0,SHRIRAM_ALKALI_&_CHEMICALS__NEW_PLANT_X_01__CWT_REPORT_-_JUNE_-_2017__chosen,,,,,
7.9,16.0,0.1,1293.0,986.0,579.0,407.0,241.0,6.6,109.0,,235.0,SHRIRAM_ALKALI_&_CHEMICALS__NEW_PLANT_X_01__CWT_REPORT_-_JUNE_-_2017__chosen,,,,,
7.72,23.0,0.1,1387.0,886.0,534.0,352.0,227.0,6.8,107.0,,224.0,SHRIRAM_ALKALI_&_CHEMICALS__NEW_PLANT_X_01__CWT_REPORT_-_JUNE_-_2017__chosen,,,,,
7.73,18.0,0.1,1380.0,918.0,557.0,361.0,234.0,6.9,110.0,,219.0,SHRIRAM_ALKALI_&_CHEMICALS__NEW_PLANT_X_01__CWT_REPORT_-_JUNE_-_2017__chosen,,,,,
7.89,22.0,0.1,1410.0,851.0,526.0,325.0,227.0,7.0,107.0,,244.0,SHRIRAM_ALKALI_&_CHEMICALS__NEW_PLANT_X_01__CWT_REPORT_-_JUNE_-_2017__chosen,,,,,
7.94,20.0,0.1,1360.0,852.0,528.0,324.0,219.0,6.8,108.0,,240.0,SHRIRAM_ALKALI_&_CHEMICALS__NEW_PLANT_X_01__CWT_REPORT_-_JUNE_-_2017__chosen,,,,,
7.9,24.0,0.1,1398.0,894.0,558.0,336.0,258.0,6.7,110.0,,242.0,SHRIRAM_ALKALI_&_CHEMICALS__NEW_PLANT_X_01__CWT_REPORT_-_JUNE_-_2017__chosen,,,,,
7.86,22.0,0.1,1380.0,884.0,540.0,344.0,256.0,6.7,105.0,,241.0,SHRIRAM_ALKALI_&_CHEMICALS__NEW_PLANT_X_01__CWT_REPORT_-_JUNE_-_2017__chosen,,,,,
7.95,24.0,0.1,1408.0,916.0,548.0,368.0,246.0,6.9,109.0,,246.0,SHRIRAM_ALKALI_&_CHEMICALS__NEW_PLANT_X_01__CWT_REPORT_-_JUNE_-_2017__chosen,,,,,
8.18,27.0,0.1,1462.0,928.0,556.0,372.0,234.0,7.2,107.0,,242.0,SHRIRAM_ALKALI_&_CHEMICALS__NEW_PLANT_X_01__CWT_REPORT_-_JUNE_-_2017__chosen,,,,,
7.92,22.0,0.1,1480.0,942.0,551.0,391.0,233.0,6.5,108.0,,220.0,SHRIRAM_ALKALI_&_CHEMICALS__NEW_PLANT_X_01__CWT_REPORT_-_JUNE_-_2017__chosen,,,,,
8.24,24.0,0.5,1565.0,916.0,548.0,368.0,197.0,6.8,110.0,,235.0,SHRIRAM_ALKALI_&_CHEMICALS__NEW_PLANT_X_01__CWT_REPORT_-_JUNE_-_2017__chosen,,,,,
8.0,28.0,0.2,1520.0,920.0,530.0,390.0,200.0,6.9,102.0,,230.0,SHRIRAM_ALKALI_&_CHEMICALS__NEW_PLANT_X_01__CWT_REPORT_-_JUNE_-_2017__chosen,,,,,
8.12,30.0,0.2,1542.0,932.0,542.0,390.0,202.0,6.9,102.0,,232.0,SHRIRAM_ALKALI_&_CHEMICALS__NEW_PLANT_X_01__CWT_REPORT_-_JUNE_-_2017__chosen,,,,,
8.1,27.0,0.1,1760.0,1002.0,662.0,340.0,234.0,6.7,110.0,,230.0,SHRIRAM_ALKALI_&_CHEMICALS__NEW_PLANT_X_01__CWT_REPORT_-_JUNE_-_2017__chosen,,,,,
8.29,30.0,0.2,1560.0,959.0,658.0,301.0,241.0,6.9,112.0,,219.0,SHRIRAM_ALKALI_&_CHEMICALS__NEW_PLANT_X_01__CWT_REPORT_-_JUNE_-_2017__chosen,,,,,
7.86,28.0,0.2,1450.0,924.0,629.0,295.0,227.0,6.8,109.0,,210.0,SHRIRAM_ALKALI_&_CHEMICALS__NEW_PLANT_X_01__CWT_REPORT_-_JUNE_-_2017__chosen,,,,,
7.98,30.0,0.1,1512.0,918.0,620.0,298.0,234.0,6.5,105.0,,214.0,SHRIRAM_ALKALI_&_CHEMICALS__NEW_PLANT_X_01__CWT_REPORT_-_JUNE_-_2017__chosen,,,,,
7.82,32.0,0.1,1575.0,969.0,648.0,321.0,241.0,7.2,109.0,,210.0,SHRIRAM_ALKALI_&_CHEMICALS__NEW_PLANT_X_01__CWT_REPORT_-_JUNE_-_2017__chosen,,,,,
8.0,33.0,0.3,1433.0,940.0,600.0,340.0,234.0,7.0,106.0,,202.0,SHRIRAM_ALKALI_&_CHEMICALS__NEW_PLANT_X_01__CWT_REPORT_-_JUNE_-_2017__chosen,,,,,
7.96,35.0,0.3,1458.0,952.0,618.0,334.0,232.0,7.0,106.0,,204.0,SHRIRAM_ALKALI_&_CHEMICALS__NEW_PLANT_X_01__CWT_REPORT_-_JUNE_-_2017__chosen,,,,,
7.92,40.0,0.1,1540.0,932.0,593.0,339.0,241.0,6.9,104.0,,200.0,SHRIRAM_ALKALI_&_CHEMICALS__NEW_PLANT_X_01__CWT_REPORT_-_JUNE_-_2017__chosen,,,,,
7.98,30.0,0.1,1398.0,925.0,638.0,287.0,234.0,6.8,109.0,,205.0,SHRIRAM_ALKALI_&_CHEMICALS__NEW_PLANT_X_01__CWT_REPORT_-_JUNE_-_2017__chosen,,,,,
7.69,35.0,0.1,1435.0,924.0,628.0,296.0,249.0,6.9,110.0,,198.0,SHRIRAM_ALKALI_&_CHEMICALS__NEW_PLANT_X_01__CWT_REPORT_-_JUNE_-_2017__chosen,,,,,
7.9,28.0,0.1,1490.0,878.0,590.0,288.0,234.0,6.7,105.0,,195.0,SHRIRAM_ALKALI_&_CHEMICALS__NEW_PLANT_X_01__CWT_REPORT_-_JUNE_-_2017__chosen,,,,,
7.59,32.0,0.2,1422.0,852.0,565.0,287.0,249.0,7.0,110.0,,182.0,SHRIRAM_ALKALI_&_CHEMICALS__NEW_PLANT_X_01__CWT_REPORT_-_JUNE_-_2017__chosen,,,,,
7.59,16.0,0.1,1293.0,851.0,526.0,287.0,197.0,6.3,102.0,,182.0,SHRIRAM_ALKALI_&_CHEMICALS__NEW_PLANT_X_01__CWT_REPORT_-_JUNE_-_2017__chosen,,,,,
8.29,40.0,0.5,1760.0,1002.0,662.0,408.0,258.0,7.2,112.0,,246.0,SHRIRAM_ALKALI_&_CHEMICALS__NEW_PLANT_X_01__CWT_REPORT_-_JUNE_-_2017__chosen,,,,,
7.9513333333333325,26.333333333333332,0.16333333333333336,1461.5333333333333,930.2666666666667,583.3666666666667,346.9,234.56666666666666,6.783333333333334,108.1,,224.33333333333334,SHRIRAM_ALKALI_&_CHEMICALS__NEW_PLANT_X_01__CWT_REPORT_-_JUNE_-_2017__chosen,,,,,
0.0,,20.0,,,,,,0.0,,,,SHRIRAM_ALKALI_&_CHEMICALS__NEW_PLANT_X_01__CWT_REPORT_-_JUNE_-_2017__chosen,,,,,
0.0,24.0,0.0,0.0,0.0,,,0.0,0.0,,,30.0,SHRIRAM_ALKALI_&_CHEMICALS__NEW_PLANT_X_01__CWT_REPORT_-_JUNE_-_2017__chosen,,,,,
0.0,,66.66666666666667,,,,,,0.0,,,,SHRIRAM_ALKALI_&_CHEMICALS__NEW_PLANT_X_01__CWT_REPORT_-_JUNE_-_2017__chosen,,,,,
0.0,80.0,0.0,0.0,0.0,,,0.0,0.0,,,100.0,SHRIRAM_ALKALI_&_CHEMICALS__NEW_PLANT_X_01__CWT_REPORT_-_JUNE_-_2017__chosen,,,,,
8.2,20.0,0.1,1840.0,1146.0,620.0,526.0,339.0,6.9,118.0,,155.0,SHRIRAM_ALKALI_&_CHEMICALS__NEW_PLANT_X_01__CWT_REPORT_-_MARCH_-_2018_(1)__chosen,,,,,
8.18,18.0,0.1,1820.0,1120.0,612.0,508.0,339.0,6.9,120.0,,156.0,SHRIRAM_ALKALI_&_CHEMICALS__NEW_PLANT_X_01__CWT_REPORT_-_MARCH_-_2018_(1)__chosen,,,,,
8.23,17.0,0.3,1730.0,1016.0,563.0,453.0,346.0,6.8,116.0,,160.0,SHRIRAM_ALKALI_&_CHEMICALS__NEW_PLANT_X_01__CWT_REPORT_-_MARCH_-_2018_(1)__chosen,,,,,
8.2,16.0,0.3,1710.0,1004.0,560.0,444.0,348.0,6.9,115.0,,158.0,SHRIRAM_ALKALI_&_CHEMICALS__NEW_PLANT_X_01__CWT_REPORT_-_MARCH_-_2018_(1)__chosen,,,,,
8.2,22.0,0.1,1709.0,1063.0,566.0,497.0,320.0,6.7,118.0,,154.0,SHRIRAM_ALKALI_&_CHEMICALS__NEW_PLANT_X_01__CWT_REPORT_-_MARCH_-_2018_(1)__chosen,,,,,
8.1,21.0,0.1,1702.0,1059.0,564.0,495.0,319.0,6.9,110.0,,150.0,SHRIRAM_ALKALI_&_CHEMICALS__NEW_PLANT_X_01__CWT_REPORT_-_MARCH_-_2018_(1)__chosen,,,,,
8.0,18.0,0.1,1740.0,1032.0,534.0,498.0,310.0,6.8,115.0,,150.0,SHRIRAM_ALKALI_&_CHEMICALS__NEW_PLANT_X_01__CWT_REPORT_-_MARCH_-_2018_(1)__chosen,,,,,
8.1,18.0,0.1,1670.0,1016.0,530.0,486.0,303.0,6.8,117.0,,148.0,SHRIRAM_ALKALI_&_CHEMICALS__NEW_PLANT_X_01__CWT_REPORT_-_MARCH_-_2018_(1)__chosen,,,,,
8.002,15.0,0.1,1460.0,978.0,520.0,458.0,288.0,6.7,110.0,,139.0,SHRIRAM_ALKALI_&_CHEMICALS__NEW_PLANT_X_01__CWT_REPORT_-_MARCH_-_2018_(1)__chosen,,,,,
8.22,16.0,0.1,1460.0,1004.0,557.0,447.0,298.0,6.8,118.0,,148.0,SHRIRAM_ALKALI_&_CHEMICALS__NEW_PLANT_X_01__CWT_REPORT_-_MARCH_-_2018_(1)__chosen,,,,,
8.2,15.0,0.1,1438.0,990.0,540.0,450.0,294.0,6.8,116.0,,150.0,SHRIRAM_ALKALI_&_CHEMICALS__NEW_PLANT_X_01__CWT_REPORT_-_MARCH_-_2018_(1)__chosen,,,,,
8.1,18.0,0.1,1538.0,865.0,469.0,396.0,288.0,6.9,114.0,,144.0,SHRIRAM_ALKALI_&_CHEMICALS__NEW_PLANT_X_01__CWT_REPORT_-_MARCH_-_2018_(1)__chosen,,,,,
8.07,24.0,0.2,1540.0,873.0,481.0,392.0,295.0,6.9,115.0,,148.0,SHRIRAM_ALKALI_&_CHEMICALS__NEW_PLANT_X_01__CWT_REPORT_-_MARCH_-_2018_(1)__chosen,,,,,
7.72,23.0,0.2,1435.0,877.0,436.0,441.0,303.0,6.9,112.0,,159.0,SHRIRAM_ALKALI_&_CHEMICALS__NEW_PLANT_X_01__CWT_REPORT_-_MARCH_-_2018_(1)__chosen,,,,,
7.59,24.0,0.1,1690.0,1077.0,571.0,506.0,288.0,7.0,109.0,,150.0,SHRIRAM_ALKALI_&_CHEMICALS__NEW_PLANT_X_01__CWT_REPORT_-_MARCH_-_2018_(1)__chosen,,,,,
7.89,17.0,0.1,1400.0,824.0,461.0,363.0,281.0,6.9,115.0,,150.0,SHRIRAM_ALKALI_&_CHEMICALS__NEW_PLANT_X_01__CWT_REPORT_-_MARCH_-_2018_(1)__chosen,,,,,
7.9,17.0,0.1,1330.0,787.0,445.0,342.0,273.0,6.8,112.0,,153.0,SHRIRAM_ALKALI_&_CHEMICALS__NEW_PLANT_X_01__CWT_REPORT_-_MARCH_-_2018_(1)__chosen,,,,,
7.82,18.0,0.1,1322.0,780.0,440.0,340.0,274.0,6.9,110.0,,152.0,SHRIRAM_ALKALI_&_CHEMICALS__NEW_PLANT_X_01__CWT_REPORT_-_MARCH_-_2018_(1)__chosen,,,,,
7.9,19.0,0.1,1283.0,740.0,410.0,330.0,270.0,6.9,112.0,,153.0,SHRIRAM_ALKALI_&_CHEMICALS__NEW_PLANT_X_01__CWT_REPORT_-_MARCH_-_2018_(1)__chosen,,,,,
7.81,15.0,0.1,1215.0,677.0,384.0,293.0,216.0,6.7,110.0,,156.0,SHRIRAM_ALKALI_&_CHEMICALS__NEW_PLANT_X_01__CWT_REPORT_-_MARCH_-_2018_(1)__chosen,,,,,
8.0,18.0,0.1,1190.0,673.0,367.0,306.0,203.0,6.8,115.0,,145.0,SHRIRAM_ALKALI_&_CHEMICALS__NEW_PLANT_X_01__CWT_REPORT_-_MARCH_-_2018_(1)__chosen,,,,,
8.06,16.0,0.1,1260.0,676.0,376.0,300.0,238.0,6.8,120.0,,146.0,SHRIRAM_ALKALI_&_CHEMICALS__NEW_PLANT_X_01__CWT_REPORT_-_MARCH_-_2018_(1)__chosen,,,,,
8.0,16.0,0.1,1269.0,680.0,392.0,288.0,245.0,6.5,122.0,,140.0,SHRIRAM_ALKALI_&_CHEMICALS__NEW_PLANT_X_01__CWT_REPORT_-_MARCH_-_2018_(1)__chosen,,,,,
7.9,14.0,0.1,1370.0,696.0,400.0,296.0,252.0,6.8,119.0,,144.0,SHRIRAM_ALKALI_&_CHEMICALS__NEW_PLANT_X_01__CWT_REPORT_-_MARCH_-_2018_(1)__chosen,,,,,
7.92,13.0,0.1,1340.0,680.0,390.0,290.0,248.0,6.7,120.0,,142.0,SHRIRAM_ALKALI_&_CHEMICALS__NEW_PLANT_X_01__CWT_REPORT_-_MARCH_-_2018_(1)__chosen,,,,,
8.02,16.0,0.1,1390.0,710.0,410.0,300.0,256.0,6.9,120.0,,148.0,SHRIRAM_ALKALI_&_CHEMICALS__NEW_PLANT_X_01__CWT_REPORT_-_MARCH_-_2018_(1)__chosen,,,,,
7.68,17.0,0.1,1469.0,743.0,440.0,303.0,280.0,6.9,107.0,,144.0,SHRIRAM_ALKALI_&_CHEMICALS__NEW_PLANT_X_01__CWT_REPORT_-_MARCH_-_2018_(1)__chosen,,,,,
7.81,16.0,0.1,1460.0,816.0,420.0,396.0,268.0,6.9,110.0,,142.0,SHRIRAM_ALKALI_&_CHEMICALS__NEW_PLANT_X_01__CWT_REPORT_-_MARCH_-_2018_(1)__chosen,,,,,
7.83,17.0,0.2,1480.0,840.0,433.0,407.0,287.0,6.7,115.0,,149.0,SHRIRAM_ALKALI_&_CHEMICALS__NEW_PLANT_X_01__CWT_REPORT_-_MARCH_-_2018_(1)__chosen,,,,,
8.02,18.0,0.2,1570.0,880.0,453.0,427.0,289.0,6.5,114.0,,150.0,SHRIRAM_ALKALI_&_CHEMICALS__NEW_PLANT_X_01__CWT_REPORT_-_MARCH_-_2018_(1)__chosen,,,,,
7.98,19.0,0.1,1520.0,890.0,502.0,388.0,320.0,6.9,118.0,,150.0,SHRIRAM_ALKALI_&_CHEMICALS__NEW_PLANT_X_01__CWT_REPORT_-_MARCH_-_2018_(1)__chosen,,,,,
7.59,13.0,0.1,1190.0,673.0,367.0,288.0,203.0,6.5,107.0,,139.0,SHRIRAM_ALKALI_&_CHEMICALS__NEW_PLANT_X_01__CWT_REPORT_-_MARCH_-_2018_(1)__chosen,,,,,
8.23,24.0,0.3,1840.0,1146.0,620.0,506.0,348.0,7.0,122.0,,160.0,SHRIRAM_ALKALI_&_CHEMICALS__NEW_PLANT_X_01__CWT_REPORT_-_MARCH_-_2018_(1)__chosen,,,,,
7.988774193548387,17.774193548387096,0.1258064516129033,1495.1612903225807,877.8064516129032,478.9032258064516,390.7586206896552,286.38709677419354,6.816129032258066,114.90322580645162,,149.4516129032258,SHRIRAM_ALKALI_&_CHEMICALS__NEW_PLANT_X_01__CWT_REPORT_-_MARCH_-_2018_(1)__chosen,,,,,
0.0,,25.0,,,,,,0.0,,,,SHRIRAM_ALKALI_&_CHEMICALS__NEW_PLANT_X_01__CWT_REPORT_-_MARCH_-_2018_(1)__chosen,,,,,
0.0,5.0,0.0,0.0,0.0,,,0.0,0.0,,,0.0,SHRIRAM_ALKALI_&_CHEMICALS__NEW_PLANT_X_01__CWT_REPORT_-_MARCH_-_2018_(1)__chosen,,,,,
0.0,,80.64516129032258,,,,,,0.0,,,,SHRIRAM_ALKALI_&_CHEMICALS__NEW_PLANT_X_01__CWT_REPORT_-_MARCH_-_2018_(1)__chosen,,,,,
0.0,16.129032258064516,0.0,0.0,0.0,,,0.0,0.0,,,0.0,SHRIRAM_ALKALI_&_CHEMICALS__NEW_PLANT_X_01__CWT_REPORT_-_MARCH_-_2018_(1)__chosen,,,,,
7.8,24.0,0.1,1340.0,800.0,512.0,288.0,212.0,6.4,115.0,,130.0,SHRIRAM_ALKALI_&_CHEMICALS__X_01_CT__NEW_PLANT_CWT_REPORT_MARCH_2017__chosen,,,,,
7.85,21.0,0.1,1338.0,793.0,470.0,323.0,205.0,6.3,110.0,,129.0,SHRIRAM_ALKALI_&_CHEMICALS__X_01_CT__NEW_PLANT_CWT_REPORT_MARCH_2017__chosen,,,,,
8.1,17.0,0.1,1237.0,810.0,500.0,310.0,212.0,6.2,110.0,,120.0,SHRIRAM_ALKALI_&_CHEMICALS__X_01_CT__NEW_PLANT_CWT_REPORT_MARCH_2017__chosen,,,,,
7.9,20.0,,1327.0,810.0,498.0,312.0,219.0,6.3,110.0,,120.0,SHRIRAM_ALKALI_&_CHEMICALS__X_01_CT__NEW_PLANT_CWT_REPORT_MARCH_2017__chosen,,,,,
7.87,18.0,,1342.0,834.0,510.0,324.0,220.0,6.2,107.0,,124.0,SHRIRAM_ALKALI_&_CHEMICALS__X_01_CT__NEW_PLANT_CWT_REPORT_MARCH_2017__chosen,,,,,
7.6,22.0,0.1,1292.0,824.0,408.0,416.0,212.0,6.0,110.0,,130.0,SHRIRAM_ALKALI_&_CHEMICALS__X_01_CT__NEW_PLANT_CWT_REPORT_MARCH_2017__chosen,,,,,
7.84,17.0,,1370.0,818.0,521.0,297.0,234.0,6.0,110.0,,128.0,SHRIRAM_ALKALI_&_CHEMICALS__X_01_CT__NEW_PLANT_CWT_REPORT_MARCH_2017__chosen,,,,,
8.0,18.0,,1540.0,824.0,508.0,316.0,219.0,6.1,104.0,,122.0,SHRIRAM_ALKALI_&_CHEMICALS__X_01_CT__NEW_PLANT_CWT_REPORT_MARCH_2017__chosen,,,,,
7.9,17.0,,1692.0,1062.0,639.0,423.0,307.0,6.2,104.0,,120.0,SHRIRAM_ALKALI_&_CHEMICALS__X_01_CT__NEW_PLANT_CWT_REPORT_MARCH_2017__chosen,,,,,
8.13,15.0,,1787.0,1092.0,660.0,432.0,314.0,6.5,107.0,,129.0,SHRIRAM_ALKALI_&_CHEMICALS__X_01_CT__NEW_PLANT_CWT_REPORT_MARCH_2017__chosen,,,,,
7.96,20.0,,1789.0,1131.0,669.0,462.0,322.0,6.4,103.0,,122.0,SHRIRAM_ALKALI_&_CHEMICALS__X_01_CT__NEW_PLANT_CWT_REPORT_MARCH_2017__chosen,,,,,
8.0,20.0,0.1,1502.0,756.0,429.0,327.0,216.0,6.3,116.0,,138.0,SHRIRAM_ALKALI_&_CHEMICALS__X_01_CT__NEW_PLANT_CWT_REPORT_MARCH_2017__chosen,,,,,
8.2,24.0,0.2,1492.0,779.0,480.0,299.0,227.0,6.2,112.0,,145.0,SHRIRAM_ALKALI_&_CHEMICALS__X_01_CT__NEW_PLANT_CWT_REPORT_MARCH_2017__chosen,,,,,
8.09,16.0,0.1,1721.0,1068.0,636.0,432.0,307.0,6.2,100.0,,124.0,SHRIRAM_ALKALI_&_CHEMICALS__X_01_CT__NEW_PLANT_CWT_REPORT_MARCH_2017__chosen,,,,,
8.1,19.0,,1620.0,794.0,450.0,344.0,234.0,6.2,114.0,,145.0,SHRIRAM_ALKALI_&_CHEMICALS__X_01_CT__NEW_PLANT_CWT_REPORT_MARCH_2017__chosen,,,,,
8.1,17.0,,1671.0,1098.0,640.0,458.0,314.0,6.3,104.0,,122.0,SHRIRAM_ALKALI_&_CHEMICALS__X_01_CT__NEW_PLANT_CWT_REPORT_MARCH_2017__chosen,,,,,
8.03,17.0,,1772.0,1032.0,630.0,402.0,307.0,6.0,112.0,,125.0,SHRIRAM_ALKALI_&_CHEMICALS__X_01_CT__NEW_PLANT_CWT_REPORT_MARCH_2017__chosen,,,,,
7.93,16.0,,1760.0,1026.0,620.0,406.0,300.0,6.1,114.0,,135.0,SHRIRAM_ALKALI_&_CHEMICALS__X_01_CT__NEW_PLANT_CWT_REPORT_MARCH_2017__chosen,,,,,
7.8,17.0,,1690.0,1010.0,612.0,398.0,297.0,6.0,110.0,,134.0,SHRIRAM_ALKALI_&_CHEMICALS__X_01_CT__NEW_PLANT_CWT_REPORT_MARCH_2017__chosen,,,,,
8.12,14.0,,1690.0,1022.0,630.0,392.0,295.0,6.1,114.0,,130.0,SHRIRAM_ALKALI_&_CHEMICALS__X_01_CT__NEW_PLANT_CWT_REPORT_MARCH_2017__chosen,,,,,
7.92,14.0,,1650.0,1029.0,627.0,402.0,290.0,6.2,112.0,,134.0,SHRIRAM_ALKALI_&_CHEMICALS__X_01_CT__NEW_PLANT_CWT_REPORT_MARCH_2017__chosen,,,,,
8.0,20.0,,1610.0,1076.0,692.0,384.0,263.0,6.0,114.0,,130.0,SHRIRAM_ALKALI_&_CHEMICALS__X_01_CT__NEW_PLANT_CWT_REPORT_MARCH_2017__chosen,,,,,
7.85,17.0,0.1,1480.0,970.0,635.0,335.0,260.0,6.3,112.0,,134.0,SHRIRAM_ALKALI_&_CHEMICALS__X_01_CT__NEW_PLANT_CWT_REPORT_MARCH_2017__chosen,,,,,
7.74,15.0,0.1,1597.0,992.0,664.0,328.0,249.0,6.4,104.0,,135.0,SHRIRAM_ALKALI_&_CHEMICALS__X_01_CT__NEW_PLANT_CWT_REPORT_MARCH_2017__chosen,,,,,
7.7,16.0,,1582.0,990.0,670.0,320.0,248.0,6.3,105.0,,137.0,SHRIRAM_ALKALI_&_CHEMICALS__X_01_CT__NEW_PLANT_CWT_REPORT_MARCH_2017__chosen,,,,,
7.69,15.0,,1620.0,971.0,652.0,319.0,252.0,6.2,104.0,,130.0,SHRIRAM_ALKALI_&_CHEMICALS__X_01_CT__NEW_PLANT_CWT_REPORT_MARCH_2017__chosen,,,,,
8.13,24.0,0.1,1342.0,938.0,579.0,359.0,241.0,6.0,114.0,,140.0,SHRIRAM_ALKALI_&_CHEMICALS__X_01_CT__NEW_PLANT_CWT_REPORT_MARCH_2017__chosen,,,,,
7.6,16.0,0.1,1289.0,896.0,496.0,400.0,249.0,6.2,110.0,,142.0,SHRIRAM_ALKALI_&_CHEMICALS__X_01_CT__NEW_PLANT_CWT_REPORT_MARCH_2017__chosen,,,,,
7.82,15.0,,1192.0,910.0,580.0,330.0,252.0,6.3,110.0,,140.0,SHRIRAM_ALKALI_&_CHEMICALS__X_01_CT__NEW_PLANT_CWT_REPORT_MARCH_2017__chosen,,,,,
7.89,17.0,,1264.0,876.0,552.0,324.0,227.0,6.4,109.0,,138.0,SHRIRAM_ALKALI_&_CHEMICALS__X_01_CT__NEW_PLANT_CWT_REPORT_MARCH_2017__chosen,,,,,
7.67,14.0,,1290.0,858.0,551.0,307.0,219.0,6.2,109.0,,130.0,SHRIRAM_ALKALI_&_CHEMICALS__X_01_CT__NEW_PLANT_CWT_REPORT_MARCH_2017__chosen,,,,,
7.6,14.0,0.1,1192.0,756.0,408.0,288.0,205.0,6.0,100.0,,120.0,SHRIRAM_ALKALI_&_CHEMICALS__X_01_CT__NEW_PLANT_CWT_REPORT_MARCH_2017__chosen,,,,,
8.2,24.0,0.2,1789.0,1131.0,692.0,462.0,322.0,6.5,116.0,,145.0,SHRIRAM_ALKALI_&_CHEMICALS__X_01_CT__NEW_PLANT_CWT_REPORT_MARCH_2017__chosen,,,,,
7.913870967741933,17.806451612903224,0.10909090909090909,1512.516129032258,931.9032258064516,571.6129032258065,360.2903225806452,255.58064516129033,6.209677419354839,109.3225806451613,,131.03225806451613,SHRIRAM_ALKALI_&_CHEMICALS__X_01_CT__NEW_PLANT_CWT_REPORT_MARCH_2017__chosen,,,,,
0.0,,10.0,,,,,,0.0,,,,SHRIRAM_ALKALI_&_CHEMICALS__X_01_CT__NEW_PLANT_CWT_REPORT_MARCH_2017__chosen,,,,,
0.0,5.0,0.0,0.0,0.0,,,0.0,0.0,,,0.0,SHRIRAM_ALKALI_&_CHEMICALS__X_01_CT__NEW_PLANT_CWT_REPORT_MARCH_2017__chosen,,,,,
0.0,,90.90909090909092,,,,,,0.0,,,,SHRIRAM_ALKALI_&_CHEMICALS__X_01_CT__NEW_PLANT_CWT_REPORT_MARCH_2017__chosen,,,,,
0.0,17.857142857142858,0.0,0.0,0.0,,,0.0,0.0,,,0.0,SHRIRAM_ALKALI_&_CHEMICALS__X_01_CT__NEW_PLANT_CWT_REPORT_MARCH_2017__chosen,,,,,
7.93,43.0,0.1,1490.0,543.0,314.0,229.0,411.0,6.5,105.0,690.0,100.0,SHRIRAM_ALKALI_&_CHEMICALS_MAIN_PLANT_CWT_REPORT_-_DECEMBER_-2017__chosen,,,,,
8.2,40.0,0.2,1690.0,528.0,300.0,228.0,404.0,6.8,108.0,680.0,104.0,SHRIRAM_ALKALI_&_CHEMICALS_MAIN_PLANT_CWT_REPORT_-_DECEMBER_-2017__chosen,,,,,
8.1,35.0,0.1,1520.0,532.0,302.0,230.0,402.0,6.9,106.0,670.0,108.0,SHRIRAM_ALKALI_&_CHEMICALS_MAIN_PLANT_CWT_REPORT_-_DECEMBER_-2017__chosen,,,,,
