cycle,timestamp,pH,conductivity,temperature,ORP,LSI,RSI,risk_level,primary_risk,preemptive,doses,blowdown,slug_doses,cost_inr,safety_overrides,emergency_stop
4560,1705434600.0,8.1,1107.6923076923076,32.39610250983772,644.9217298625912,0.8566333045704582,6.386733390859083,MODERATE,scaling,True,"{'AQUATREAT-2501': 0.8333, 'AQUATREAT-1196': 2.0833, 'AQUATREAT-2150': 0.25, 'AQUATREAT-4612': 0.25, 'AQUATREAT-6625': 0.25}",0.0,{},800.83,0,False
4561,1705434900.0,8.13,1127.6923076923076,31.425724328344025,665.0459646858859,0.8701684042110287,6.389663191577943,MODERATE,scaling,True,"{'AQUATREAT-2501': 0.8333, 'AQUATREAT-1196': 2.0833, 'AQUATREAT-2150': 0.25, 'AQUATREAT-4612': 0.25, 'AQUATREAT-6625': 0.25}",0.0,{},800.83,0,False
4562,1705435200.0,7.6,996.9230769230769,30.80769519491294,625.7479505828542,0.23541253676905782,7.129174926461884,LOW,scaling,True,"{'AQUATREAT-2501': 0.8333, 'AQUATREAT-1196': 2.0833, 'AQUATREAT-2150': 0.25, 'AQUATREAT-4612': 0.25, 'AQUATREAT-6625': 0.25}",0.0,{},800.83,0,False
4563,1705435500.0,8.24,1672.3076923076922,32.26635786613701,630.6863459724316,1.0882269903207167,6.063546019358567,MODERATE,scaling,True,"{'AQUATREAT-2501': 0.8333, 'AQUATREAT-1196': 2.0833, 'AQUATREAT-2150': 0.25, 'AQUATREAT-4612': 0.25, 'AQUATREAT-6625': 0.25}",0.0,{},800.83,0,False
4564,1705435800.0,7.956451612903224,1141.2406947890818,32.50629022810396,644.59646568756,0.7255226162045751,6.505406380494073,MODERATE,scaling,False,"{'AQUATREAT-2501': 0.2094, 'AQUATREAT-1196': 2.0833, 'AQUATREAT-2150': 0.25, 'AQUATREAT-4612': 0.25, 'AQUATREAT-6625': 0.25}",0.0,{},688.53,1,False
4565,1705436100.0,0.0,47.69230769230769,32.230771600371156,638.0029132672795,-5.0,14.0,HIGH,corrosion,True,"{'AQUATREAT-2501': 0.2723, 'AQUATREAT-1196': 2.0833, 'AQUATREAT-2150': 0.25, 'AQUATREAT-4612': 0.25, 'AQUATREAT-6625': 0.25}",0.0,{},699.84,1,False
4566,1705436400.0,0.0,0.0,32.243282901637954,638.7110856893554,-5.0,14.0,HIGH,corrosion,True,"{'AQUATREAT-2501': 0.3539, 'AQUATREAT-1196': 2.0833, 'AQUATREAT-2150': 0.25, 'AQUATREAT-4612': 0.25, 'AQUATREAT-6625': 0.25}",0.0,{},714.54,1,False
4567,1705436700.0,0.0,153.84615384615384,32.45448332067182,626.8409348146372,-5.0,14.0,HIGH,corrosion,True,"{'AQUATREAT-2501': 0.0, 'AQUATREAT-1196': 0.0, 'AQUATREAT-2150': 0.0, 'AQUATREAT-4612': 0.0, 'AQUATREAT-6625': 0.0}",0.3,{},0.0,1,True
4568,1705437000.0,0.0,0.0,32.270053930667295,619.7994000393131,-5.0,14.0,HIGH,corrosion,True,"{'AQUATREAT-2501': 0.0, 'AQUATREAT-1196': 0.0, 'AQUATREAT-2150': 0.0, 'AQUATREAT-4612': 0.0, 'AQUATREAT-6625': 0.0}",0.3,{},0.0,1,True
4569,1705437300.0,7.9,2150.7692307692305,31.975045092658586,611.2809957467814,0.7414078826169543,6.417184234766092,MODERATE,corrosion,True,"{'AQUATREAT-2501': 0.4167, 'AQUATREAT-1196': 1.0417, 'AQUATREAT-2150': 0.125, 'AQUATREAT-4612': 0.125, 'AQUATREAT-6625': 0.125}",0.0,{},400.42,5,False
4570,1705437600.0,7.96,2169.230769230769,32.11524579788072,597.4713439744221,0.8189105459475643,6.322178908104871,MODERATE,corrosion,True,"{'AQUATREAT-2501': 0.5417, 'AQUATREAT-1196': 1.3542, 'AQUATREAT-2150': 0.1625, 'AQUATREAT-4612': 0.1625, 'AQUATREAT-6625': 0.1625}",0.0,{},520.54,5,False
4571,1705437900.0,8.0,2276.9230769230767,31.97920661920121,637.8469716848869,0.8810495786034309,6.237900842793138,MODERATE,biofouling,True,"{'AQUATREAT-2501': 0.7042, 'AQUATREAT-1196': 1.7604, 'AQUATREAT-2150': 0.2113, 'AQUATREAT-4612': 0.2113, 'AQUATREAT-6625': 0.2113}",0.0,{},676.7,5,False
4572,1705438200.0,7.45,2000.0,32.67056359826657,623.9783547464456,0.3062984669248765,6.837403066150247,LOW,biofouling,True,"{'AQUATREAT-2501': 0.8333, 'AQUATREAT-1196': 2.0833, 'AQUATREAT-2150': 0.25, 'AQUATREAT-4612': 0.25, 'AQUATREAT-6625': 0.25}",0.0,{},800.83,0,False
4573,1705438500.0,8.02,1903.076923076923,33.11599150575375,630.9725671559346,0.8812917682250268,6.257416463549946,MODERATE,scaling,True,"{'AQUATREAT-2501': 0.8333, 'AQUATREAT-1196': 2.0833, 'AQUATREAT-2150': 0.25, 'AQUATREAT-4612': 0.25, 'AQUATREAT-6625': 0.25}",0.0,{},800.83,0,False
4574,1705438800.0,7.98,1972.3076923076922,32.856214832117956,625.1241469840578,0.8344225729057992,6.311154854188402,MODERATE,scaling,True,"{'AQUATREAT-2501': 0.8333, 'AQUATREAT-1196': 2.0833, 'AQUATREAT-2150': 0.25, 'AQUATREAT-4612': 0.25, 'AQUATREAT-6625': 0.25}",0.0,{},800.83,0,False
4575,1705439100.0,7.88,2033.8461538461538,32.54315820441547,645.0194413408599,0.7313725875275621,6.417254824944876,MODERATE,scaling,True,"{'AQUATREAT-2501': 0.8333, 'AQUATREAT-1196': 2.0833, 'AQUATREAT-2150': 0.25, 'AQUATREAT-4612': 0.25, 'AQUATREAT-6625': 0.25}",0.0,{},800.83,0,False
4576,1705439400.0,7.87,2123.076923076923,33.00296006754001,648.5783979926094,0.6932898027736458,6.4834203944527085,MODERATE,scaling,True,"{'AQUATREAT-2501': 0.8333, 'AQUATREAT-1196': 2.0833, 'AQUATREAT-2150': 0.25, 'AQUATREAT-4612': 0.25, 'AQUATREAT-6625': 0.25}",0.0,{},800.83,0,False
4577,1705439700.0,7.84,2281.5384615384614,32.59293224918047,621.4562956067703,0.6291807627664081,6.581638474467184,LOW,scaling,True,"{'AQUATREAT-2501': 0.8333, 'AQUATREAT-1196': 2.0833, 'AQUATREAT-2150': 0.25, 'AQUATREAT-4612': 0.25, 'AQUATREAT-6625': 0.25}",0.0,{},800.83,0,False
4578,1705440000.0,7.9,2446.153846153846,32.7107298453667,649.3502510204175,0.6893053077740818,6.521389384451837,MODERATE,scaling,True,"{'AQUATREAT-2501': 0.8333, 'AQUATREAT-1196': 2.0833, 'AQUATREAT-2150': 0.25, 'AQUATREAT-4612': 0.25, 'AQUATREAT-6625': 0.25}",0.0,{},800.83,0,False
4579,1705440300.0,8.02,2415.3846153846152,32.95490303974855,633.9555126290724,0.9121057933544154,6.195788413291169,MODERATE,scaling,True,"{'AQUATREAT-2501': 0.8333, 'AQUATREAT-1196': 2.0833, 'AQUATREAT-2150': 0.25, 'AQUATREAT-4612': 0.25, 'AQUATREAT-6625': 0.25}",0.0,{},800.83,0,False
4580,1705440600.0,7.56,2476.9230769230767,33.52549353057628,651.6289895817048,0.4488905491414146,6.6622189017171705,LOW,biofouling,False,"{'AQUATREAT-2501': 0.8333, 'AQUATREAT-1196': 2.0833, 'AQUATREAT-2150': 0.25, 'AQUATREAT-4612': 0.25, 'AQUATREAT-6625': 0.25}",0.0,{},800.83,0,False
4581,1705440900.0,7.39,2630.7692307692305,32.4066554077979,617.3680562668599,0.22336228113667733,6.943275437726645,LOW,biofouling,False,"{'AQUATREAT-2501': 0.8333, 'AQUATREAT-1196': 2.0833, 'AQUATREAT-2150': 0.25, 'AQUATREAT-4612': 0.25, 'AQUATREAT-6625': 0.25}",0.0,{},800.83,0,False
4582,1705441200.0,7.9,2649.230769230769,32.1840603990221,648.3670728824152,0.8003759561295016,6.299248087740997,MODERATE,scaling,False,"{'AQUATREAT-2501': 0.8333, 'AQUATREAT-1196': 2.0833, 'AQUATREAT-2150': 0.25, 'AQUATREAT-4612': 0.25, 'AQUATREAT-6625': 0.25}",0.0,{},800.83,0,False
4583,1705441500.0,7.82,2538.4615384615386,33.57704405551723,612.9750181921324,0.600162664568554,6.619674670862892,LOW,scaling,True,"{'AQUATREAT-2501': 0.8333, 'AQUATREAT-1196': 2.0833, 'AQUATREAT-2150': 0.25, 'AQUATREAT-4612': 0.25, 'AQUATREAT-6625': 0.25}",0.0,{},800.83,0,False
4584,1705442100.0,7.7,2061.5384615384614,32.10008134516086,651.8578715201477,0.45434585167699115,6.791308296646018,LOW,biofouling,False,"{'AQUATREAT-2501': 0.8333, 'AQUATREAT-1196': 2.0833, 'AQUATREAT-2150': 0.25, 'AQUATREAT-4612': 0.25, 'AQUATREAT-6625': 0.25}",0.0,{},800.83,0,False
4585,1705442400.0,7.88,2138.4615384615386,32.21749657282073,658.6866211093759,0.6764519561162823,6.527096087767435,MODERATE,corrosion,True,"{'AQUATREAT-2501': 0.8333, 'AQUATREAT-1196': 2.0833, 'AQUATREAT-2150': 0.25, 'AQUATREAT-4612': 0.25, 'AQUATREAT-6625': 0.25}",0.0,{},800.83,0,False
4586,1705442700.0,7.62,1953.8461538461538,33.19873659135031,682.1741326489072,0.3746786464276992,6.870642707144602,LOW,corrosion,True,"{'AQUATREAT-2501': 0.8333, 'AQUATREAT-1196': 2.0833, 'AQUATREAT-2150': 0.25, 'AQUATREAT-4612': 0.25, 'AQUATREAT-6625': 0.25}",0.0,{},800.83,0,False
4587,1705443000.0,7.98,1753.8461538461538,32.37739216185349,646.915979007188,0.77425742537738,6.4314851492452405,MODERATE,scaling,False,"{'AQUATREAT-2501': 0.8333, 'AQUATREAT-1196': 2.0833, 'AQUATREAT-2150': 0.25, 'AQUATREAT-4612': 0.25, 'AQUATREAT-6625': 0.25}",0.0,{},800.83,0,False
4588,1705443300.0,7.73,1744.6153846153845,33.13713703628071,624.5173331892292,0.5109203927813972,6.708159214437206,LOW,corrosion,True,"{'AQUATREAT-2501': 0.8333, 'AQUATREAT-1196': 2.0833, 'AQUATREAT-2150': 0.25, 'AQUATREAT-4612': 0.25, 'AQUATREAT-6625': 0.25}",0.0,{},800.83,0,False
4589,1705443600.0,7.78,1969.230769230769,33.77143172395349,646.326328940702,0.5649840566224844,6.650031886755031,LOW,corrosion,True,"{'AQUATREAT-2501': 0.8333, 'AQUATREAT-1196': 2.0833, 'AQUATREAT-2150': 0.25, 'AQUATREAT-4612': 0.25, 'AQUATREAT-6625': 0.25}",0.0,{},800.83,0,False
4590,1705443900.0,7.84,2015.3846153846152,33.147916491614524,608.6305184305506,0.6215892853581693,6.596821429283661,LOW,scaling,False,"{'AQUATREAT-2501': 0.223, 'AQUATREAT-1196': 2.0833, 'AQUATREAT-2150': 0.25, 'AQUATREAT-4612': 0.25, 'AQUATREAT-6625': 0.25}",0.0,{},690.97,1,False
4591,1705444200.0,8.04,1969.230769230769,33.507652140262536,609.8650836493531,0.8888787107481049,6.262242578503789,MODERATE,scaling,False,"{'AQUATREAT-2501': 0.2899, 'AQUATREAT-1196': 2.0833, 'AQUATREAT-2150': 0.25, 'AQUATREAT-4612': 0.25, 'AQUATREAT-6625': 0.25}",0.0,{},703.01,1,False
4592,1705444500.0,7.7,1923.076923076923,33.84237542107151,664.1004936413593,0.537191521150838,6.625616957698324,LOW,biofouling,True,"{'AQUATREAT-2501': 0.3769, 'AQUATREAT-1196': 2.0833, 'AQUATREAT-2150': 0.25, 'AQUATREAT-4612': 0.25, 'AQUATREAT-6625': 0.25}",0.0,{},718.67,1,False
4593,1705444800.0,7.75,1960.0,33.433775132353546,623.3706215547674,0.5646737402845154,6.620652519430969,LOW,biofouling,True,"{'AQUATREAT-2501': 0.4899, 'AQUATREAT-1196': 2.0833, 'AQUATREAT-2150': 0.25, 'AQUATREAT-4612': 0.25, 'AQUATREAT-6625': 0.25}",0.0,{},739.02,1,False
4594,1705445100.0,8.1,2169.230769230769,33.940115726838954,599.4296339189463,0.9527076538686172,6.194584692262765,MODERATE,scaling,True,"{'AQUATREAT-2501': 0.6369, 'AQUATREAT-1196': 2.0833, 'AQUATREAT-2150': 0.25, 'AQUATREAT-4612': 0.25, 'AQUATREAT-6625': 0.25}",0.0,{},765.47,1,False
4595,1705445400.0,8.02,2196.9230769230767,33.74006866718218,598.3636371713716,0.8909713854640042,6.238057229071991,MODERATE,scaling,True,"{'AQUATREAT-2501': 0.1381, 'AQUATREAT-1196': 2.0833, 'AQUATREAT-2150': 0.25, 'AQUATREAT-4612': 0.25, 'AQUATREAT-6625': 0.25}",0.0,{},675.7,1,False
4596,1705445700.0,8.01,2123.076923076923,34.11312876022149,596.818872726581,0.871422508496769,6.267154983006462,MODERATE,scaling,True,"{'AQUATREAT-2501': 0.1796, 'AQUATREAT-1196': 2.0833, 'AQUATREAT-2150': 0.25, 'AQUATREAT-4612': 0.25, 'AQUATREAT-6625': 0.25}",0.0,{},683.16,1,False
4597,1705446000.0,8.06,2015.3846153846152,33.45765993420871,633.7452940523856,0.8218192686456494,6.416361462708702,MODERATE,scaling,True,"{'AQUATREAT-2501': 0.2335, 'AQUATREAT-1196': 2.0833, 'AQUATREAT-2150': 0.25, 'AQUATREAT-4612': 0.25, 'AQUATREAT-6625': 0.25}",0.0,{},692.86,1,False
4598,1705446300.0,8.09,1861.5384615384614,34.599722191896625,638.318236075051,0.9322534631598618,6.225493073680276,MODERATE,scaling,True,"{'AQUATREAT-2501': 0.3035, 'AQUATREAT-1196': 2.0833, 'AQUATREAT-2150': 0.25, 'AQUATREAT-4612': 0.25, 'AQUATREAT-6625': 0.25}",0.0,{},705.46,1,False
4599,1705446600.0,7.39,1744.6153846153845,33.74045940612185,611.4944392895851,0.11837102138913824,7.153257957221723,LOW,scaling,True,"{'AQUATREAT-2501': 0.3945, 'AQUATREAT-1196': 2.0833, 'AQUATREAT-2150': 0.25, 'AQUATREAT-4612': 0.25, 'AQUATREAT-6625': 0.25}",0.0,{},721.85,1,False
4600,1705446900.0,8.1,2649.230769230769,34.46591402279187,639.8238556630877,1.0659238804813764,5.968152239037247,MODERATE,scaling,True,"{'AQUATREAT-2501': 0.5129, 'AQUATREAT-1196': 2.0833, 'AQUATREAT-2150': 0.25, 'AQUATREAT-4612': 0.25, 'AQUATREAT-6625': 0.25}",0.0,{},743.16,1,False
4601,1705447200.0,7.85774193548387,2132.5062034739453,33.80681022194103,672.8973361056004,0.7009084110150159,6.455925113453838,MODERATE,scaling,True,"{'AQUATREAT-2501': 0.0778, 'AQUATREAT-1196': 2.0833, 'AQUATREAT-2150': 0.25, 'AQUATREAT-4612': 0.25, 'AQUATREAT-6625': 0.25}",0.0,{},664.84,1,False
4602,1705447500.0,2.0,47.69230769230769,34.16521844922056,606.8157883371193,-5.0,14.0,HIGH,corrosion,True,"{'AQUATREAT-2501': 0.1667, 'AQUATREAT-1196': 2.0833, 'AQUATREAT-2150': 0.25, 'AQUATREAT-4612': 0.25, 'AQUATREAT-6625': 0.25}",0.0,{},680.83,1,False
4603,1705447800.0,8.0,0.0,34.68843245819973,629.217337657407,-0.2913509691042151,8.58270193820843,LOW,corrosion,True,"{'AQUATREAT-2501': 0.2167, 'AQUATREAT-1196': 2.0833, 'AQUATREAT-2150': 0.25, 'AQUATREAT-4612': 0.25, 'AQUATREAT-6625': 0.25}",0.0,{},689.83,1,False
4604,1705448100.0,6.451612903225806,153.84615384615384,34.101321610706556,629.7812818644339,-1.2624689703418408,8.976550843909488,MODERATE,corrosion,True,"{'AQUATREAT-2501': 0.2817, 'AQUATREAT-1196': 2.0833, 'AQUATREAT-2150': 0.25, 'AQUATREAT-4612': 0.25, 'AQUATREAT-6625': 0.25}",0.0,{},701.53,1,False
4605,1705448400.0,25.806451612903224,0.0,33.709598268536936,610.0990478301076,5.0,2.0,HIGH,scaling,False,"{'AQUATREAT-2501': 0.3662, 'AQUATREAT-1196': 2.0833, 'AQUATREAT-2150': 0.25, 'AQUATREAT-4612': 0.25, 'AQUATREAT-6625': 0.25}",0.0,{},716.74,1,False
4606,1705448700.0,7.84,0.0,34.46778736124294,617.2498834295584,-0.4554364696874238,8.750872939374847,LOW,biofouling,False,"{'AQUATREAT-2501': 0.476, 'AQUATREAT-1196': 2.0833, 'AQUATREAT-2150': 0.25, 'AQUATREAT-4612': 0.25, 'AQUATREAT-6625': 0.25}",0.0,{},736.52,1,False
4607,1705449000.0,7.8,0.0,34.80136585848041,639.850610188329,-0.48926100868389444,8.778522017367788,LOW,biofouling,True,"{'AQUATREAT-2501': 0.0, 'AQUATREAT-1196': 0.0, 'AQUATREAT-2150': 0.0, 'AQUATREAT-4612': 0.0, 'AQUATREAT-6625': 0.0}",0.3,{},0.0,1,True
4608,1705449300.0,7.84,0.0,34.1344785379934,624.5315807074271,-0.4616136304118008,8.763227260823601,LOW,biofouling,True,"{'AQUATREAT-2501': 0.0, 'AQUATREAT-1196': 0.0, 'AQUATREAT-2150': 0.0, 'AQUATREAT-4612': 0.0, 'AQUATREAT-6625': 0.0}",0.3,{},0.0,1,True
4609,1705449600.0,7.8,0.0,34.44825299450119,625.7060633501341,-0.49579831239873773,8.791596624797474,LOW,biofouling,True,"{'AQUATREAT-2501': 0.0, 'AQUATREAT-1196': 0.0, 'AQUATREAT-2150': 0.0, 'AQUATREAT-4612': 0.0, 'AQUATREAT-6625': 0.0}",0.3,{},0.0,1,True
4610,1705449900.0,7.84,0.0,34.67149105174099,643.7254866112753,-0.451664555143811,8.743329110287622,LOW,biofouling,False,"{'AQUATREAT-2501': 0.0, 'AQUATREAT-1196': 0.0, 'AQUATREAT-2150': 0.0, 'AQUATREAT-4612': 0.0, 'AQUATREAT-6625': 0.0}",0.3,{},0.0,1,True
4611,1705450200.0,7.86,0.0,34.76162549481608,610.5280287196412,-0.42999636169064015,8.719992723381282,LOW,corrosion,True,"{'AQUATREAT-2501': 0.0, 'AQUATREAT-1196': 0.0, 'AQUATREAT-2150': 0.0, 'AQUATREAT-4612': 0.0, 'AQUATREAT-6625': 0.0}",0.3,{},0.0,1,True
4612,1705450500.0,7.85,0.0,35.170662384180936,652.795868700184,-0.43243210543498556,8.71486421086997,LOW,corrosion,True,"{'AQUATREAT-2501': 0.0, 'AQUATREAT-1196': 0.0, 'AQUATREAT-2150': 0.0, 'AQUATREAT-4612': 0.0, 'AQUATREAT-6625': 0.0}",0.3,{},0.0,1,True
4613,1705450800.0,7.86,0.0,34.50659932978595,650.2203387674962,-0.4347176085973521,8.729435217194705,LOW,corrosion,True,"{'AQUATREAT-2501': 0.0, 'AQUATREAT-1196': 0.0, 'AQUATREAT-2150': 0.0, 'AQUATREAT-4612': 0.0, 'AQUATREAT-6625': 0.0}",0.3,{},0.0,1,True
4614,1705451100.0,7.89,0.0,35.878626802228176,647.5145463161372,-0.37936351309780125,8.648727026195601,LOW,corrosion,True,"{'AQUATREAT-2501': 0.0, 'AQUATREAT-1196': 0.0, 'AQUATREAT-2150': 0.0, 'AQUATREAT-4612': 0.0, 'AQUATREAT-6625': 0.0}",0.3,{},0.0,1,True
4615,1705451400.0,7.87,0.0,34.38471896743622,619.0406709897694,-0.42697533694741185,8.723950673894823,LOW,corrosion,True,"{'AQUATREAT-2501': 0.0, 'AQUATREAT-1196': 0.0, 'AQUATREAT-2150': 0.0, 'AQUATREAT-4612': 0.0, 'AQUATREAT-6625': 0.0}",0.3,{},0.0,1,True
4616,1705451700.0,7.88,0.0,34.51546218372699,618.0179981994077,-0.41455346677609395,8.709106933552189,LOW,corrosion,True,"{'AQUATREAT-2501': 0.0, 'AQUATREAT-1196': 0.0, 'AQUATREAT-2150': 0.0, 'AQUATREAT-4612': 0.0, 'AQUATREAT-6625': 0.0}",0.3,{},0.0,1,True
4617,1705452000.0,7.89,0.0,35.357868076423514,623.7799110620981,-0.38897348620273053,8.66794697240546,LOW,corrosion,True,"{'AQUATREAT-2501': 0.0, 'AQUATREAT-1196': 0.0, 'AQUATREAT-2150': 0.0, 'AQUATREAT-4612': 0.0, 'AQUATREAT-6625': 0.0}",0.3,{},0.0,1,True
4618,1705452300.0,7.86,0.0,35.309807071164016,622.2716841285753,-0.4198612114727416,8.699722422945484,LOW,corrosion,True,"{'AQUATREAT-2501': 0.0, 'AQUATREAT-1196': 0.0, 'AQUATREAT-2150': 0.0, 'AQUATREAT-4612': 0.0, 'AQUATREAT-6625': 0.0}",0.3,{},0.0,1,True
4619,1705452600.0,7.84,0.0,35.47315325121507,603.3549446683922,-0.4368446402717545,8.713689280543509,LOW,corrosion,True,"{'AQUATREAT-2501': 0.0, 'AQUATREAT-1196': 0.0, 'AQUATREAT-2150': 0.0, 'AQUATREAT-4612': 0.0, 'AQUATREAT-6625': 0.0}",0.3,{},0.0,1,True
4620,1705452900.0,7.87,0.0,35.10086002800257,606.8205223877433,-0.4137222392672273,8.697444478534454,LOW,biofouling,True,"{'AQUATREAT-2501': 0.0, 'AQUATREAT-1196': 0.0, 'AQUATREAT-2150': 0.0, 'AQUATREAT-4612': 0.0, 'AQUATREAT-6625': 0.0}",0.3,{},0.0,1,True
4621,1705453200.0,7.86,0.0,35.3923512312038,612.4050996766986,-0.41833663991296444,8.69667327982593,LOW,biofouling,True,"{'AQUATREAT-2501': 0.0, 'AQUATREAT-1196': 0.0, 'AQUATREAT-2150': 0.0, 'AQUATREAT-4612': 0.0, 'AQUATREAT-6625': 0.0}",0.3,{},0.0,1,True
4622,1705453500.0,7.86,0.0,36.043191906343,641.9883224716683,-0.40633003004699386,8.672660060093989,LOW,corrosion,True,"{'AQUATREAT-2501': 0.0, 'AQUATREAT-1196': 0.0, 'AQUATREAT-2150': 0.0, 'AQUATREAT-4612': 0.0, 'AQUATREAT-6625': 0.0}",0.3,{},0.0,1,True
4623,1705453800.0,7.9,0.0,35.41880406053156,590.3338238320747,-0.377848148566029,8.655696297132058,LOW,biofouling,True,"{'AQUATREAT-2501': 0.0, 'AQUATREAT-1196': 0.0, 'AQUATREAT-2150': 0.0, 'AQUATREAT-4612': 0.0, 'AQUATREAT-6625': 0.0}",0.3,{},0.0,1,True
4624,1705454100.0,7.86,0.0,35.50073140043901,652.1016333842982,-0.4163355024547988,8.692671004909599,LOW,corrosion,True,"{'AQUATREAT-2501': 0.0, 'AQUATREAT-1196': 0.0, 'AQUATREAT-2150': 0.0, 'AQUATREAT-4612': 0.0, 'AQUATREAT-6625': 0.0}",0.3,{},0.0,1,True
4625,1705454400.0,7.89,0.0,34.94032155643904,653.7002326287276,-0.39669052762773394,8.683381055255467,LOW,corrosion,True,"{'AQUATREAT-2501': 0.0, 'AQUATREAT-1196': 0.0, 'AQUATREAT-2150': 0.0, 'AQUATREAT-4612': 0.0, 'AQUATREAT-6625': 0.0}",0.3,{},0.0,1,True
4626,1705454700.0,7.88,0.0,34.7977488191822,614.634611012669,-0.4093279342093181,8.698655868418637,LOW,corrosion,True,"{'AQUATREAT-2501': 0.0, 'AQUATREAT-1196': 0.0, 'AQUATREAT-2150': 0.0, 'AQUATREAT-4612': 0.0, 'AQUATREAT-6625': 0.0}",0.3,{},0.0,1,True
4627,1705455000.0,7.86,0.0,35.6072906459448,559.825710447941,-0.41436867158908,8.688737343178161,LOW,corrosion,True,"{'AQUATREAT-2501': 0.0, 'AQUATREAT-1196': 0.0, 'AQUATREAT-2150': 0.0, 'AQUATREAT-4612': 0.0, 'AQUATREAT-6625': 0.0}",0.3,{},0.0,1,True
4628,1705455300.0,7.85,0.0,35.25586165877419,648.2527407353094,-0.43085779122674417,8.711715582453488,LOW,corrosion,True,"{'AQUATREAT-2501': 0.0, 'AQUATREAT-1196': 0.0, 'AQUATREAT-2150': 0.0, 'AQUATREAT-4612': 0.0, 'AQUATREAT-6625': 0.0}",0.3,{},0.0,1,True
4629,1705455600.0,7.9,0.0,36.70277402344793,648.2569333027238,-0.3541879167514974,8.608375833502995,LOW,corrosion,True,"{'AQUATREAT-2501': 0.0, 'AQUATREAT-1196': 0.0, 'AQUATREAT-2150': 0.0, 'AQUATREAT-4612': 0.0, 'AQUATREAT-6625': 0.0}",0.3,{},0.0,1,True
4630,1705455900.0,7.9,0.0,35.639465825381095,672.0511966872241,-0.37377492753301844,8.647549855066037,LOW,corrosion,True,"{'AQUATREAT-2501': 0.0, 'AQUATREAT-1196': 0.0, 'AQUATREAT-2150': 0.0, 'AQUATREAT-4612': 0.0, 'AQUATREAT-6625': 0.0}",0.3,{},0.0,1,True
4631,1705456200.0,7.92,0.0,35.56076767998765,659.9722472825488,-0.35522729166885547,8.63045458333771,LOW,corrosion,True,"{'AQUATREAT-2501': 0.0, 'AQUATREAT-1196': 0.0, 'AQUATREAT-2150': 0.0, 'AQUATREAT-4612': 0.0, 'AQUATREAT-6625': 0.0}",0.3,{},0.0,1,True
4632,1705456500.0,7.92,0.0,36.03823747961587,618.5260809381764,-0.3464213330607482,8.612842666121496,LOW,corrosion,True,"{'AQUATREAT-2501': 0.0, 'AQUATREAT-1196': 0.0, 'AQUATREAT-2150': 0.0, 'AQUATREAT-4612': 0.0, 'AQUATREAT-6625': 0.0}",0.3,{},0.0,1,True
4633,1705456800.0,7.7,0.0,36.38847649315439,634.4622980734952,-0.5599705291285799,8.819941058257161,LOW,corrosion,True,"{'AQUATREAT-2501': 0.0, 'AQUATREAT-1196': 0.0, 'AQUATREAT-2150': 0.0, 'AQUATREAT-4612': 0.0, 'AQUATREAT-6625': 0.0}",0.3,{},0.0,1,True
4634,1705457100.0,7.9,0.0,36.68899853009165,639.2166500826519,-0.35444124263940147,8.608882485278803,LOW,corrosion,True,"{'AQUATREAT-2501': 0.0, 'AQUATREAT-1196': 0.0, 'AQUATREAT-2150': 0.0, 'AQUATREAT-4612': 0.0, 'AQUATREAT-6625': 0.0}",0.3,{},0.0,1,True
4635,1705457400.0,7.9,0.0,36.4184724809815,614.2821855521689,-0.35941839367812456,8.61883678735625,LOW,corrosion,True,"{'AQUATREAT-2501': 0.0, 'AQUATREAT-1196': 0.0, 'AQUATREAT-2150': 0.0, 'AQUATREAT-4612': 0.0, 'AQUATREAT-6625': 0.0}",0.3,{},0.0,1,True
4636,1705457700.0,7.87,0.0,35.87495985076801,631.1267846549766,-0.39943112562546634,8.668862251250932,LOW,corrosion,True,"{'AQUATREAT-2501': 0.0, 'AQUATREAT-1196': 0.0, 'AQUATREAT-2150': 0.0, 'AQUATREAT-4612': 0.0, 'AQUATREAT-6625': 0.0}",0.3,{},0.0,1,True
4637,1705458000.0,7.92,0.0,36.07195447877966,614.6555619157576,-0.3458000057851809,8.611600011570362,LOW,corrosion,True,"{'AQUATREAT-2501': 0.0, 'AQUATREAT-1196': 0.0, 'AQUATREAT-2150': 0.0, 'AQUATREAT-4612': 0.0, 'AQUATREAT-6625': 0.0}",0.3,{},0.0,1,True
4638,1705458300.0,7.85,0.0,36.798340992703245,632.8003418655328,-0.4024307879170781,8.654861575834156,LOW,corrosion,True,"{'AQUATREAT-2501': 0.0, 'AQUATREAT-1196': 0.0, 'AQUATREAT-2150': 0.0, 'AQUATREAT-4612': 0.0, 'AQUATREAT-6625': 0.0}",0.3,{},0.0,1,True
4639,1705458600.0,7.89,0.0,36.810490719306195,599.8192372708438,-0.36220743747122075,8.61441487494244,LOW,biofouling,True,"{'AQUATREAT-2501': 0.0, 'AQUATREAT-1196': 0.0, 'AQUATREAT-2150': 0.0, 'AQUATREAT-4612': 0.0, 'AQUATREAT-6625': 0.0}",0.3,{},0.0,1,True
4640,1705458900.0,7.87,0.0,36.13594151510075,605.8521978391958,-0.3946210571317694,8.659242114263538,LOW,biofouling,True,"{'AQUATREAT-2501': 0.0, 'AQUATREAT-1196': 0.0, 'AQUATREAT-2150': 0.0, 'AQUATREAT-4612': 0.0, 'AQUATREAT-6625': 0.0}",0.3,{},0.0,1,True
